product_uom_id,model_file,product_id,sku,product_name,uom,category_l1,category_l2,signal_group,use_lag_regressor,lag_mean,ma_blended,ma_yhat_json,backtest_mape,backtest_accuracy
013-006__PIEZA,model_013-006__PIEZA.json,013-006,013-006,CAJETA REAL POTOSI 660G (12) SQUEEZE,PIEZA,COMESTIBLES,CAJETAS,high_noise,True,20.0,False,"[19.375, 19.375]",0.10767522839946,0.89232477160054
035-009__PIEZA,model_035-009__PIEZA.json,035-009,035-009,HARINA DE MAIZ PARA TAMAL MASECA 1K (10),PIEZA,COMESTIBLES,HARINAS,high_noise,True,93.75,True,"[87.0, 87.0]",0.11129281348519166,0.8887071865148084
052-106__PIEZA,model_052-106__PIEZA.json,052-106,052-106,PASTA YEMINA FIDEO CAMBRAY 200 GR(24),PIEZA,COMESTIBLES,PASTAS,seasonal_dominant,True,72.75,True,"[90.75, 90.75]",0.11257842408497147,0.8874215759150286
059-002__PIEZA,model_059-002__PIEZA.json,059-002,059-002,SALSA BARBECUE HUNTS ORIG.620 GR. (12),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,41.25,True,"[35.75, 35.75]",0.11356195893680265,0.8864380410631973
052-035__PIEZA,model_052-035__PIEZA.json,052-035,052-035,PASTA PENNE/PLUMA BARILLA 500G(14),PIEZA,COMESTIBLES,PASTAS,high_noise,True,419.75,False,"[419.75, 419.75]",0.11686175169948913,0.8831382483005109
085-028__PIEZA,model_085-028__PIEZA.json,085-028,085-028,PINOL 1 LTO  GRANDE (15),PIEZA,LIMPIEZA Y CUIDADO HOGAR,LIMP. GRANDES SUPERFICIES,high_noise,True,7.5,False,"[7.5, 7.5]",0.11980412958376287,0.8801958704162371
022-039__PIEZA,model_022-039__PIEZA.json,022-039,022-039,ZUKO MANGO C/8/13G (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,high_noise,True,32.0,True,"[32.0, 32.0]",0.12265679303202025,0.8773432069679797
023-017__PIEZA,model_023-017__PIEZA.json,023-017,023-017,KNORR CALDO COSTILLA C/8CUBOS (24),PIEZA,COMESTIBLES,CONSOMES,sparse_or_intermittent,False,,True,"[1.75, 1.75]",0.125,0.875
025-011__PIEZA,model_025-011__PIEZA.json,025-011,025-011,MEDIA CREMA NESTLE 1L (12),PIEZA,COMESTIBLES,CREMAS/LACTEOS,high_noise,True,10.75,True,"[10.75, 10.75]",0.12565319958459872,0.8743468004154012
068-003__PIEZA,model_068-003__PIEZA.json,068-003,068-003,VINAGRE MANZANA CIERVO 1 LTO (12),PIEZA,COMESTIBLES,VINAGRES,high_noise,True,34.75,True,"[34.75, 34.75]",0.1288165527131016,0.8711834472868984
001-049__PIEZA,model_001-049__PIEZA.json,001-049,001-049,ACEITE OLIVA PURO INES 5L (4),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,high_noise,True,21.75,False,"[21.75, 21.75]",0.12887210736201088,0.8711278926379891
012-004__PIEZA,model_012-004__PIEZA.json,012-004,012-004,CAFE DECAF STICK C/50/2 G (18) EXHIBI,PIEZA,COMESTIBLES,CAFE,high_noise,True,10.0,True,"[9.166666666666666, 9.166666666666666]",0.12979833529916407,0.8702016647008359
018-001__PIEZA,model_018-001__PIEZA.json,018-001,018-001,CHILE JALAPEÑO COSTEÑA 220G (48),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,85.0,False,"[78.125, 78.125]",0.12995306458417152,0.8700469354158284
037-107__PIEZA,model_037-107__PIEZA.json,037-107,037-107,JUGO NARANJA C/PULPA UNICOFRESCO 960(12),PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,high_noise,True,176.5,True,"[176.5, 176.5]",0.13347121450294988,0.8665287854970501
056-017__PIEZA,model_056-017__PIEZA.json,056-017,056-017,PURE DE TOMATE COSTEÑA BOLSA 3KG (4),PIEZA,COMESTIBLES,PURES TOMATES,high_noise,True,44.5,True,"[41.875, 41.875]",0.134532374881958,0.865467625118042
055-001__PIEZA,model_055-001__PIEZA.json,055-001,055-001,PURE PAPA KNORR  800 GR. (6),PIEZA,COMESTIBLES,PURES,high_noise,True,65.0,False,"[50.5, 50.5]",0.13613035781798477,0.8638696421820152
039-002__PIEZA,model_039-002__PIEZA.json,039-002,039-002,LECHE CLAVEL 360 ML (48),PIEZA,COMESTIBLES,LECHE EVAPORADA,high_noise,True,723.5,True,"[723.5, 723.5]",0.13848800223635174,0.8615119977636483
029-011__PIEZA,model_029-011__PIEZA.json,029-011,029-011,FRIJOLES BAYOS REFRITOS SIERRA 580G (12),PIEZA,COMESTIBLES,FRIJOLES INSTANTANEOS,high_noise,True,66.5,True,"[61.25, 61.25]",0.13930126006809895,0.860698739931901
056-014__PIEZA,model_056-014__PIEZA.json,056-014,056-014,PASTA TOMATE PRINSA *BOLSA* 3 KG (6),PIEZA,COMESTIBLES,PURES TOMATES,high_noise,True,191.75,False,"[209.08333333333334, 209.08333333333334]",0.1398491262932451,0.8601508737067549
052-086__PIEZA,model_052-086__PIEZA.json,052-086,052-086,PASTA FIOR DI P. CODO 200 GR (20),PIEZA,COMESTIBLES,PASTAS,high_noise,True,256.75,False,"[256.75, 256.75]",0.14078658535956487,0.8592134146404351
037-125__PIEZA,model_037-125__PIEZA.json,037-125,037-125,NECTAR MANZANA JUMEX 237ML (24) BRICK,PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,trend_and_seasonal,True,675.25,True,"[604.625, 604.625]",0.14133926863723192,0.8586607313627681
052-088__PIEZA,model_052-088__PIEZA.json,052-088,052-088,PASTA FIOR DI P. FUSSILLI 200GR (20),PIEZA,COMESTIBLES,PASTAS,high_noise,True,120.75,True,"[100.125, 100.125]",0.14207259019406093,0.8579274098059391
001-001__PIEZA,model_001-001__PIEZA.json,001-001,001-001,ACEITE AVE 800 ML (12),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,high_noise,True,171.25,False,"[171.25, 171.25]",0.15065627188171232,0.8493437281182876
097-025__PIEZA,model_097-025__PIEZA.json,097-025,097-025,SERVILLETA PETALO BCA C/100 HOJAS (48),PIEZA,PAPEL,SERVILLETA,mixed_signal,True,228.0,True,"[228.0, 228.0]",0.15155262270139525,0.8484473772986048
060-020__PIEZA,model_060-020__PIEZA.json,060-020,060-020,SALSA LOLTUN HABANERA ROJA 950 ML (12),PIEZA,COMESTIBLES,SALSAS,high_noise,True,23.0,True,"[23.0, 23.0]",0.1516194550551228,0.8483805449448771
052-039__PIEZA,model_052-039__PIEZA.json,052-039,052-039,PASTA SPAGHETTI # 5 BARILLA 500G (25),PIEZA,COMESTIBLES,PASTAS,mixed_signal,True,146.0,False,"[146.0, 146.0]",0.15357455642719578,0.8464254435728042
068-006__PIEZA,model_068-006__PIEZA.json,068-006,068-006,VINAGRE MANZANA CLEMENTE 3.7L (4,PIEZA,COMESTIBLES,VINAGRES,sparse_or_intermittent,False,,True,"[1.375, 1.375]",0.15452137073285943,0.8454786292671406
058-004__PIEZA,model_058-004__PIEZA.json,058-004,058-004,SAL LA FINA 1 KG (20),PIEZA,COMESTIBLES,SALES,high_noise,True,1798.25,False,"[1798.25, 1798.25]",0.15564179660192648,0.8443582033980735
013-003__PIEZA,model_013-003__PIEZA.json,013-003,013-003,CAJETA REAL POTOSI 1200G (9),PIEZA,COMESTIBLES,CAJETAS,high_noise,True,10.25,True,"[9.625, 9.625]",0.15728678050028083,0.8427132194997191
026-055__PIEZA,model_026-055__PIEZA.json,026-055,026-055,AZUCAR MORENA ESTANDAR 25 KG,PIEZA,COMESTIBLES,ENDULZANTES,trend_and_seasonal,True,11.5,True,"[11.5, 11.5]",0.15735209078521134,0.8426479092147887
063-005__PIEZA,model_063-005__PIEZA.json,063-005,063-005,JUGO SAZONADOR MAGGI 1.9LTS (4),PIEZA,COMESTIBLES,SAZONADORES,high_noise,True,7.0,True,"[7.0, 7.0]",0.15831030214149558,0.8416896978585044
003-004__PIEZA,model_003-004__PIEZA.json,003-004,003-004,ADEREZO CESAR HELLMANN´S 3.8KG (4),PIEZA,COMESTIBLES,ADEREZOS,high_noise,True,17.5,False,"[12.875, 12.875]",0.15891743628715274,0.8410825637128473
060-003__PIEZA,model_060-003__PIEZA.json,060-003,060-003,SALSA BOTANERA ROJA 1 LTO (12),PIEZA,COMESTIBLES,SALSAS,high_noise,True,50.0,True,"[50.0, 50.0]",0.16171675983164516,0.8382832401683549
034-045__PIEZA,model_034-045__PIEZA.json,034-045,034-045,GELATINA FRESA JELLO LIGHT 25G(40) SOBRE,PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,60.0,True,"[59.75, 59.75]",0.16274516153441954,0.8372548384655805
059-012__PIEZA,model_059-012__PIEZA.json,059-012,059-012,SALSA HUNT'S TRADI. TETRA 360 * (24),PIEZA,COMESTIBLES,SALSA PARA GUISAR,seasonal_dominant,True,7.25,True,"[13.375, 13.375]",0.16377197193750456,0.8362280280624954
052-090__PIEZA,model_052-090__PIEZA.json,052-090,052-090,PASTA FIOR DI P. PLUMA 200 GR (20),PIEZA,COMESTIBLES,PASTAS,sparse_or_intermittent,False,,True,"[149.75, 149.75]",0.1646316043698812,0.8353683956301188
047-008__PIEZA,model_047-008__PIEZA.json,047-008,047-008,NESQUICK CHOCOLATE 400 GR. (24),PIEZA,COMESTIBLES,MODIFICADORES,high_noise,True,26.25,False,"[22.375, 22.375]",0.16736577575735329,0.8326342242426468
024-006__PIEZA,model_024-006__PIEZA.json,024-006,024-006,CREMA COFFE MATE C/200/4G (6) PORCION,PIEZA,COMESTIBLES,CREMADORES,high_noise,True,80.5,False,"[80.5, 80.5]",0.1712336360632685,0.8287663639367315
016-004__PIEZA,model_016-004__PIEZA.json,016-004,016-004,SALSA TIPO CATSUP DEL MONTE 3.8K (6),PIEZA,COMESTIBLES,CATSUP,high_noise,True,181.5,True,"[145.125, 145.125]",0.17359203860227837,0.8264079613977217
002-018__PIEZA,model_002-018__PIEZA.json,002-018,002-018,ACEITUNA C/PIMIENTO CARBONELL 350G (12),PIEZA,COMESTIBLES,ACEITUNAS,high_noise,True,44.0,True,"[44.0, 44.0]",0.18032856863792168,0.8196714313620783
077-006__PIEZA,model_077-006__PIEZA.json,077-006,077-006,-DETERGENTE ARIEL OXI AZUL 850 GR.(10,PIEZA,LIMPIEZA Y CUIDADO HOGAR,DETERGENTES ROPA,sparse_or_intermittent,False,,True,"[47.5, 47.5]",0.18573880289231587,0.8142611971076841
006-008__PIEZA,model_006-008__PIEZA.json,006-008,006-008,ARROZ IMPEGABLE DIAMANTE 5K,PIEZA,COMESTIBLES,ARROZ GRANO,sparse_or_intermittent,False,,False,"[5.5, 5.5]",0.19037725000000005,0.80962275
053-008__PIEZA,model_053-008__PIEZA.json,053-008,053-008,REXAL 150 GR. (50),PIEZA,COMESTIBLES,PASTELERIA,high_noise,True,80.25,True,"[95.125, 95.125]",0.1909816100609322,0.8090183899390678
059-005__PIEZA,model_059-005__PIEZA.json,059-005,059-005,SALSA CHILE CHIPOTLE CHONITA 350 GR (24),PIEZA,COMESTIBLES,SALSA PARA GUISAR,sparse_or_intermittent,False,,True,"[6.0, 6.0]",0.19124332000000002,0.80875668
035-005__PIEZA,model_035-005__PIEZA.json,035-005,035-005,HARINA SELECTA 1K(10),PIEZA,COMESTIBLES,HARINAS,high_noise,True,730.5,False,"[636.9166666666666, 636.9166666666666]",0.19353450323773755,0.8064654967622624
061-043__PIEZA,model_061-043__PIEZA.json,061-043,061-043,SALSA DE LA VIUDA PICANTE 150ML (12),PIEZA,COMESTIBLES,SALSAS DE MESA,trend_and_seasonal,True,327.0,False,"[282.5, 282.5]",0.19449908287656398,0.805500917123436
058-001__PIEZA,model_058-001__PIEZA.json,058-001,058-001,SAL LA FINA SALERO 250 GR. (16),PIEZA,COMESTIBLES,SALES,high_noise,True,291.25,False,"[260.375, 260.375]",0.19584478258931617,0.8041552174106839
067-015__PIEZA,model_067-015__PIEZA.json,067-015,067-015,ELOTE GRANO DELMONTE 400GR (24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,105.0,True,"[105.0, 105.0]",0.19805487095551644,0.8019451290444836
032-017__PIEZA,model_032-017__PIEZA.json,032-017,032-017,MANGO REBANADO COSTEÑA 820G (12),PIEZA,COMESTIBLES,FRUTAS ALMIBAR,high_noise,True,26.25,True,"[33.75, 33.75]",0.19880708692013266,0.8011929130798674
051-004__PIEZA,model_051-004__PIEZA.json,051-004,051-004,EMPANIZADOR LA MODERNA C/2/5KG,PIEZA,COMESTIBLES,PANADERIA,mixed_signal,True,34.75,True,"[34.916666666666664, 34.916666666666664]",0.20069583401515806,0.7993041659848419
034-008__PIEZA,model_034-008__PIEZA.json,034-008,034-008,GELATINA AGUA FRESA D'GARI 720G (10),PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,67.25,False,"[85.25, 85.25]",0.20180426498674678,0.7981957350132532
044-003__PIEZA,model_044-003__PIEZA.json,044-003,044-003,-MAYONESA HELLMANN´S 190G (24) PET,PIEZA,COMESTIBLES,MAYONESAS,high_noise,True,37.25,True,"[40.875, 40.875]",0.2033533224695073,0.7966466775304927
096-006__PIEZA,model_096-006__PIEZA.json,096-006,096-006,-PAPEL KLEENEX C/400 H.S. ROLLO(80),PIEZA,PAPEL,PAPEL HIGIENICO,sparse_or_intermittent,False,,False,"[60.0, 60.0]",0.20414573539214825,0.7958542646078517
018-004__PIEZA,model_018-004__PIEZA.json,018-004,018-004,CHILE JALAPEÑO COSTEÑA 2.8K (6),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,123.75,False,"[107.125, 107.125]",0.2076866525092603,0.7923133474907397
053-001__PIEZA,model_053-001__PIEZA.json,053-001,053-001,LEVADURA NEVADA 450 GR (20),PIEZA,COMESTIBLES,PASTELERIA,seasonal_dominant,True,47.75,True,"[47.75, 47.75]",0.2094008942713373,0.7905991057286628
023-021__PIEZA,model_023-021__PIEZA.json,023-021,023-021,KNORR CONSOME DE RES 1.6K (6),PIEZA,COMESTIBLES,CONSOMES,high_noise,True,14.25,True,"[14.25, 14.25]",0.20978599785893545,0.7902140021410645
048-012__PIEZA,model_048-012__PIEZA.json,048-012,048-012,MOLE BUENO ROJO 4 KG *TINA*,PIEZA,COMESTIBLES,MOLES,high_noise,True,0.75,True,"[0.75, 0.75]",0.2099630055219569,0.7900369944780431
010-019__PIEZA,model_010-019__PIEZA.json,010-019,010-019,COCTEL TOMATE/ALMEJA CLAMATO 1.89L (8),PIEZA,COMESTIBLES,BEBIDAS PREPARADAS,high_noise,True,105.75,False,"[90.5, 90.5]",0.21417710349017297,0.7858228965098271
034-018__PIEZA,model_034-018__PIEZA.json,034-018,034-018,FLAN VAINILLA D'GARI 805GR (10),PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,103.25,True,"[103.25, 103.25]",0.21581874926544772,0.7841812507345522
051-003__PIEZA,model_051-003__PIEZA.json,051-003,051-003,EMPANIZADOR KNORR 5 KG  *BULTO*,PIEZA,COMESTIBLES,PANADERIA,high_noise,True,12.5,True,"[14.083333333333334, 14.083333333333334]",0.21721694816576873,0.7827830518342312
059-018__PIEZA,model_059-018__PIEZA.json,059-018,059-018,SALSA P/PIZZA DEL FUERTE 3 KG (6),PIEZA,COMESTIBLES,SALSA PARA GUISAR,high_noise,True,55.25,False,"[55.75, 55.75]",0.22070843595615217,0.7792915640438478
069-027__PIEZA,model_069-027__PIEZA.json,069-027,069-027,HERSHEY'S COCOA 200 GR (20),PIEZA,COMESTIBLES,OTROS COMESTIBLES,high_noise,True,5.5,False,"[5.5, 5.5]",0.2213166593483109,0.7786833406516891
051-020__PIEZA,model_051-020__PIEZA.json,051-020,051-020,PAN MOLIDO GOURMET PANKO 9.07 KG,PIEZA,COMESTIBLES,PANADERIA,high_noise,True,6.25,False,"[6.25, 6.25]",0.22181205006825644,0.7781879499317436
016-020__PIEZA,model_016-020__PIEZA.json,016-020,016-020,SALSA KETCHUP HEINZ POUCH 3K (6),PIEZA,COMESTIBLES,CATSUP,high_noise,True,28.75,False,"[28.75, 28.75]",0.22241844606807112,0.7775815539319288
044-009__PIEZA,model_044-009__PIEZA.json,044-009,044-009,MAYONESA HELLMANN´S 3.8K (4),PIEZA,COMESTIBLES,MAYONESAS,high_noise,True,158.5,False,"[154.25, 154.25]",0.2235019238670803,0.7764980761329197
034-051__PIEZA,model_034-051__PIEZA.json,034-051,034-051,FLAN CON CARAMELO JELLO 35G (36),PIEZA,COMESTIBLES,GELATINAS/FLANES,high_noise,True,98.5,False,"[93.0, 93.0]",0.2246355246182361,0.7753644753817639
033-018__PIEZA,model_033-018__PIEZA.json,033-018,033-018,GALLETAS EMPERADOR COMBINADO 382G (12),PIEZA,COMESTIBLES,GALLETAS,high_noise,True,12.0,False,"[9.625, 9.625]",0.22505378615269458,0.7749462138473054
018-024__PIEZA,model_018-024__PIEZA.json,018-024,018-024,CHILE CHIPOTLE ADOBADO COSTEÑA 220G (24),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,171.75,False,"[182.375, 182.375]",0.22719286870467445,0.7728071312953255
010-014__PIEZA,model_010-014__PIEZA.json,010-014,010-014,COCTEL TOMATE/ALMEJA KERMATO 950ML(12),PIEZA,COMESTIBLES,BEBIDAS PREPARADAS,high_noise,True,39.5,False,"[31.5, 31.5]",0.22940420258221866,0.7705957974177813
019-002__PIEZA,model_019-002__PIEZA.json,019-002,019-002,SALSA EN POLVO TAJIN 400G (12),PIEZA,COMESTIBLES,CHILE POLVO BOTANA,high_noise,True,82.5,False,"[97.91666666666667, 97.91666666666667]",0.2303448369014933,0.7696551630985067
058-006__PIEZA,model_058-006__PIEZA.json,058-006,058-006,SAL PALOMA 1 KG (20),PIEZA,COMESTIBLES,SALES,high_noise,True,527.5,False,"[527.5, 527.5]",0.23074024796296275,0.7692597520370372
061-016__PIEZA,model_061-016__PIEZA.json,061-016,061-016,SALSA HUICHOL PICANTE 190ML (24),PIEZA,COMESTIBLES,SALSAS DE MESA,high_noise,True,14.5,True,"[22.666666666666668, 22.666666666666668]",0.23092555437890683,0.7690744456210932
051-032__PIEZA,model_051-032__PIEZA.json,051-032,051-032,-PAN BLANCO BIMBO BARRA 620 GR.,PIEZA,COMESTIBLES,PANADERIA,sparse_or_intermittent,False,,True,"[156.0, 156.0]",0.2327818997390311,0.7672181002609689
027-036__PIEZA,model_027-036__PIEZA.json,027-036,027-036,PIMIENTA CON LIMON PRAGNA 1.1K (12),PIEZA,COMESTIBLES,ESPECIAS/EXTRACTOS/COLORE,high_noise,True,52.25,False,"[46.833333333333336, 46.833333333333336]",0.23375977333545492,0.766240226664545
038-004__PIEZA,model_038-004__PIEZA.json,038-004,038-004,LECHE LA LECHERA GRANDE 375 GR (48),PIEZA,COMESTIBLES,LECHE CONDENSADA,high_noise,True,682.75,False,"[597.875, 597.875]",0.2372756568793879,0.7627243431206121
001-080__PIEZA,model_001-080__PIEZA.json,001-080,001-080,ACEITE CAPULLO 755ML (12),PIEZA,COMESTIBLES,ACEITES COMESTIBLES,trend_and_seasonal,True,236.5,True,"[194.0, 194.0]",0.23817227021507317,0.7618277297849269
074-021__PIEZA,model_074-021__PIEZA.json,074-021,074-021,CLORALEX 10 LTS RENDIDOR,PIEZA,LIMPIEZA Y CUIDADO HOGAR,CLOROS,mixed_signal,True,9.0,True,"[7.0, 7.0]",0.2386361888817352,0.7613638111182648
037-110__PIEZA,model_037-110__PIEZA.json,037-110,037-110,JUGO NARANJA JUMEX 960ML (12) TETRA,PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,seasonal_dominant,True,215.5,True,"[211.375, 211.375]",0.23877335549129416,0.7612266445087058
018-006__PIEZA,model_018-006__PIEZA.json,018-006,018-006,CHILE RAJAS COSTEÑA 220G (48),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,127.0,False,"[127.0, 127.0]",0.240228228634885,0.759771771365115
003-011__PIEZA,model_003-011__PIEZA.json,003-011,003-011,ADEREZO QUESO HELLMAN'S 1L (12),PIEZA,COMESTIBLES,ADEREZOS,high_noise,True,467.75,False,"[371.4166666666667, 371.4166666666667]",0.2446668485250125,0.7553331514749875
023-029__PIEZA,model_023-029__PIEZA.json,023-029,023-029,KNORR TOMATE 3.6K (6),PIEZA,COMESTIBLES,CONSOMES,high_noise,True,119.25,False,"[123.625, 123.625]",0.24528122191452106,0.7547187780854789
037-127__PIEZA,model_037-127__PIEZA.json,037-127,037-127,NECTAR DURAZNO JUMEX 237ML (24) BRICK,PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,trend_and_seasonal,True,640.5,False,"[510.3333333333333, 510.3333333333333]",0.2462383065577309,0.7537616934422691
002-003__PIEZA,model_002-003__PIEZA.json,002-003,002-003,ACEITUNA DESHUESADA BUFALO 175G(24)BOLSA,PIEZA,COMESTIBLES,ACEITUNAS,sparse_or_intermittent,False,,True,"[22.583333333333332, 22.583333333333332]",0.249716214851697,0.750283785148303
075-094__PIEZA,model_075-094__PIEZA.json,075-094,075-094,TENEDOR MEDIANO GARDUÑO C/25 (40),PIEZA,LIMPIEZA Y CUIDADO HOGAR,DESECHABLES,sparse_or_intermittent,False,,True,"[0.5, 0.5]",0.25,0.75
022-025__PIEZA,model_022-025__PIEZA.json,022-025,022-025,TANG LIMON C/8/13G (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,high_noise,True,1.5,True,"[1.5, 1.5]",0.25,0.75
101-012__PIEZA,model_101-012__PIEZA.json,101-012,101-012,PALILLO PICUDOS C/12 250 PZA (9),PIEZA,HIGIENE Y CUIDADO PERSONA,ACCESORIOS BUCALES,high_noise,True,19.5,False,"[19.5, 19.5]",0.25168064213929686,0.7483193578607031
068-011__PIEZA,model_068-011__PIEZA.json,068-011,068-011,VINAGRE VINO BLANCO CARBONELL 250ML (6),PIEZA,COMESTIBLES,VINAGRES,mixed_signal,True,2.25,True,"[1.875, 1.875]",0.2571303520528061,0.7428696479471939
037-108__PIEZA,model_037-108__PIEZA.json,037-108,037-108,JUGO ARANDANO UNICOFRESCO 960(12),PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,seasonal_dominant,True,37.0,False,"[37.0, 37.0]",0.2587652904434745,0.7412347095565255
067-016__PIEZA,model_067-016__PIEZA.json,067-016,067-016,ELOTE GRANO DEL MONTE 2.9KG. (6),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,823.75,True,"[796.625, 796.625]",0.2598299636446951,0.7401700363553049
026-002__PIEZA,model_026-002__PIEZA.json,026-002,026-002,-AZUCAR MORENA AVANCE 906G (10),PIEZA,COMESTIBLES,ENDULZANTES,high_noise,True,41.75,True,"[43.0, 43.0]",0.26050917861481243,0.7394908213851876
027-041__PIEZA,model_027-041__PIEZA.json,027-041,027-041,PIMIENTA NEGRA MOLIDA MESA MC 510G (6),PIEZA,COMESTIBLES,ESPECIAS/EXTRACTOS/COLORE,high_noise,True,49.5,False,"[30.666666666666668, 30.666666666666668]",0.2616114785869992,0.7383885214130008
001-003__PIEZA,model_001-003__PIEZA.json,001-003,001-003,ACEITE AVE 20L BIDON,PIEZA,COMESTIBLES,ACEITES COMESTIBLES,high_noise,True,41.5,False,"[33.25, 33.25]",0.26194238521340646,0.7380576147865936
030-016__PIEZA,model_030-016__PIEZA.json,030-016,030-016,FRIJOL NEGRO FRIJOLIN 906G (10),PIEZA,COMESTIBLES,FRIJOL GRANO,high_noise,True,110.5,True,"[110.5, 110.5]",0.2629892340041179,0.7370107659958821
044-004__PIEZA,model_044-004__PIEZA.json,044-004,044-004,MAYONESA HELLMANN´S 390G (12) PET,PIEZA,COMESTIBLES,MAYONESAS,high_noise,True,81.5,False,"[81.5, 81.5]",0.2644999060432413,0.7355000939567586
010-011__PIEZA,model_010-011__PIEZA.json,010-011,010-011,JARABE NATURAL MADRILEÑA 1L (12),PIEZA,COMESTIBLES,BEBIDAS PREPARADAS,high_noise,True,98.0,True,"[101.375, 101.375]",0.2668949282475883,0.7331050717524117
022-041__PIEZA,model_022-041__PIEZA.json,022-041,022-041,ZUKO NARANJA C/8/13G  (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA POLVO,high_noise,True,13.25,True,"[13.25, 13.25]",0.27182337052841476,0.7281766294715852
067-010__PIEZA,model_067-010__PIEZA.json,067-010,067-010,CHICHARO C/ZANAHORIA DEL MONTE 410GR(24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,48.5,True,"[48.5, 48.5]",0.272393952009881,0.727606047990119
021-041__PIEZA,model_021-041__PIEZA.json,021-041,021-041,CONCENTRADO MELON FRUTIVA 1L (12),PIEZA,COMESTIBLES,CONCENTRADOS P/AGUA LIQ.,mixed_signal,True,16.75,True,"[16.75, 16.75]",0.27335367167150637,0.7266463283284936
037-066__PIEZA,model_037-066__PIEZA.json,037-066,037-066,JUGO 8 VERDURAS HERDEZ 330ML (24),PIEZA,COMESTIBLES,JUGOS/NECTARES Y VERDURAS,high_noise,True,217.75,True,"[217.75, 217.75]",0.27415075871721445,0.7258492412827855
003-006__PIEZA,model_003-006__PIEZA.json,003-006,003-006,ADEREZO MIL ISLAS HELLMANN´S 3.8 KG (4),PIEZA,COMESTIBLES,ADEREZOS,high_noise,True,8.0,False,"[5.333333333333333, 5.333333333333333]",0.2757175971110998,0.7242824028889002
067-022__PIEZA,model_067-022__PIEZA.json,067-022,067-022,ENSALADA VERDURAS DEL MONTE 400GR (24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,7.25,True,"[7.25, 7.25]",0.2759223774201508,0.7240776225798492
001-010__PIEZA,model_001-010__PIEZA.json,001-010,001-010,ACEITE CRISTAL CANOLA 20L BIDON,PIEZA,COMESTIBLES,ACEITES COMESTIBLES,mixed_signal,True,11.5,True,"[9.875, 9.875]",0.2762817233455326,0.7237182766544674
056-004__PIEZA,model_056-004__PIEZA.json,056-004,056-004,PURE TOMATE FUERTE COND. 210G * (24),PIEZA,COMESTIBLES,PURES TOMATES,high_noise,True,1328.25,False,"[1248.375, 1248.375]",0.2855408466263319,0.7144591533736682
026-047__PIEZA,model_026-047__PIEZA.json,026-047,026-047,AZUCAR GLASS BULTO 25 KG,PIEZA,COMESTIBLES,ENDULZANTES,high_noise,True,3.5,True,"[3.5, 3.5]",0.2855693739411854,0.7144306260588146
018-026__PIEZA,model_018-026__PIEZA.json,018-026,018-026,CHILE CHIPOTLE ADOBADO COSTEÑA 2.8K (6),PIEZA,COMESTIBLES,CHILES CONSERVA,high_noise,True,16.25,True,"[16.25, 16.25]",0.28571961251813804,0.714280387481862
067-018__PIEZA,model_067-018__PIEZA.json,067-018,067-018,ELOTE EN GRANO HERDEZ 2.9KG (6),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,seasonal_dominant,True,45.0,True,"[45.0, 45.0]",0.2878679933905906,0.7121320066094095
067-028__PIEZA,model_067-028__PIEZA.json,067-028,067-028,GARBANZO DEL MONTE 400 GR (24),PIEZA,COMESTIBLES,VEGETALES ENLATADOS,high_noise,True,148.5,False,"[153.625, 153.625]",0.2979591248198498,0.7020408751801501
006-021__PIEZA,model_006-021__PIEZA.json,006-021,006-021,ARROZ SAN JOSE 700G (16),PIEZA,COMESTIBLES,ARROZ GRANO,high_noise,True,83.0,False,"[84.75, 84.75]",0.2989166735036225,0.7010833264963775
046-016__PIEZA,model_046-016__PIEZA.json,046-016,046-016,MIEL DE ABEJA CIERVO 1 LTO (12),PIEZA,COMESTIBLES,MIELES,high_noise,True,3.0,True,"[4.833333333333333, 4.833333333333333]",0.3003116904510181,0.6996883095489819
